Project Type: STS 12/10/2018 Buyer: Kate Gibson x2317 Analyst: Tim Esch x1596,,,,,,,,,,,,,"11/30/2018
6,0065801011872,,,,1,,,GARDEN OF LIFE,,,,,,,RAW PROTEIN & GREENS-CHOCOLATE-ORG,,,,,21.60,,,,,OZ,,,Feb 21 2016 1,,,,4.82,,,,,
7,0065801011672,,,,1,,,GARDEN OF LIFE,,,,,,,RAW FIT,,,,,14.00,,,,,OZ,,,Feb 21 2016 1,,,,4.88,,,,,
8,0065801011741,,,,1,,,GARDEN OF LIFE,,,,,,,PROTEIN-RAW FIT-VANILLA-ORGANIC,,,,,14.80,,,,,OZ,,,Feb 21 2016 1,,,,5.00,,,,,
9,0065801011742,,,,1,,,GARDEN OF LIFE,,,,,,,PROTEIN-RAW FIT-CHOCOLATE-ORGANIC,,,,,15.80,,,,,OZ,,,Feb 21 2016 1,,,,5.00,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 11,   Length: 4' 0.00"",    Height: 0' 9.50"",   Depth: 1' 4.00"",   Product: 3' 11.94""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0065801011696,,,,1,,,GARDEN OF LIFE,,,,,,,RAW MEAL,,,,,16.00,,,,,OZ,,,Feb 21 2016 1,,,,4.78,,,,,
2,0065801011414,,,,1,,,GARDEN OF LIFE,,,,,,,RAW MEAL,,,,,32.00,,,,,OZ,,,Feb 21 2016 1,,,,5.17,,,,,
3,0065801011693,,,,1,,,GARDEN OF LIFE,,,,,,,RAW MEAL VANILLA,,,,,16.75,,,,,OZ,,,Feb 21 2016 1,,,,4.78,,,,,
4,0065801011602,,,,2,,,GARDEN OF LIFE,,,,,,,RAW MEAL-VANILLA,,,,,34.20,,,,,OZ,,,Feb 21 2016 1,,,,5.17,,,,,
5,0065801011695,,,,1,,,GARDEN OF LIFE,,,,,,,RAW MEAL CHOCOLATE,,,,,17.39,,,,,OZ,,,Feb 21 2016 1,,,,4.78,,,,,
6,0065801011593,,,,1,,,GARDEN OF LIFE,,,,,,,RAW MEAL-CHOCOLATE CACAO,,,,,34.78,,,,,OZ,,,Feb 21 2016 1,,,,5.17,,,,,
7,0065801011694,,,,1,,,GARDEN OF LIFE,,,,,,,RAW MEAL VANILLA SPICED CHAI,,,,,15.00,,,,,OZ,,,Feb 21 2016 1,,,,4.78,,,,,
8,0065801011604,,,,1,,,GARDEN OF LIFE,,,,,,,RAW MEAL VANILLA SPICED CHAI,,,,,32.00,,,,,OZ,,,Feb 21 2016 1,,,,5.17,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 12,   Length: 4' 0.00"",    Height: 0' 9.50"",   Depth: 1' 4.00"",   Product: 3' 11.94""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0065801011943,,,,1,,,GARDEN OF LIFE,,,,,,,PROTEIN-ORG-SPORT-VANILLA,,,,,28.40,,,,,OZ,,,,,,,5.55,,,,,
2,0065801011941,,,,1,,,GARDEN OF LIFE,,,,,,,PROTEIN-ORG-SPORT- CHOCOLATE,,,,,29.60,,,,,OZ,,,,,,,5.55,,,,,
3,0065801012066,,,,1,,,GARDEN OF LIFE,,,,,,,PROTEIN-SPORT-REFUEL-STRAWBRRY,,,,,27.70,,,,,OZ,,,,,,,5.55,,,,,
4,0065801011415,,,,1,,,GARDEN OF LIFE,,,,,,,RAW PROTEIN POWDER-ORG,,,,,19.75,,,,,OZ,,,Feb 21 2016 1,,,,4.81,,,,,
5,0065801011603,,,,2,,,GARDEN OF LIFE,,,,,,,RAW PROTEIN POWDER-ORG VANILLA,,,,,22.00,,,,,OZ,,,Feb 21 2016 1,,,,4.81,,,,,
6,0065801011594,,,,2,,,GARDEN OF LIFE,,,,,,,RAW PROTEIN POWDER-ORG CHOCOLATE,,,,,23.40,,,,,OZ,,,Feb 21 2016 1,,,,4.81,,,,,
7,0065801011606,,,,1,,,GARDEN OF LIFE,,,,,,,RAW PROTEIN PWDR-ORG VAN SPC CHAI,,,,,20.50,,,,,OZ,,,Feb 21 2016 1,,,,4.81,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positio,,,,UPC,,Facings,,,,,,Brand,,,,,,Long Description,,,,Size,,,,,UOM,,,,Date,,,Width,,,
"-----------
Totals:",,,"--------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------
9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 13,   Length: 4' 0.00"",    Height: 0' 9.50"",   Depth: 1' 4.00"",   Product: 3' 11.92""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0064667068154,,,,1,,,SPROUTS,,,,,,,PROTEIN-VEGAN-VANILLA-SINGLE,,,,,1.13,,,,,OZ,,,Feb 21 2016 1,,,,4.90,,,,,
2,0064667068153,,,,1,,,SPROUTS,,,,,,,PROTEIN-VEGAN-VANILLA-CS,,,,,11.29,,,,,OZ,,,Feb 21 2016 1,,,,5.05,,,,,
3,0064667068152,,,,2,,,SPROUTS,,,,,,,PROTEIN-VEGAN-VANILLA,,,,,16.90,,,,,OZ,,,Feb 21 2016 1,,,,4.95,,,,,
4,0064667068147,,,,2,,,SPROUTS,,,,,,,PROTEIN-VEGAN-VANILLA,,,,,2.10,,,,,LB,,,Feb 21 2016 1,,,,5.38,,,,,
5,0064667068157,,,,1,,,SPROUTS,,,,,,,PROTEIN-VEGAN-CHOCOLATE-SINGLE,,,,,1.18,,,,,OZ,,,Feb 21 2016 1,,,,4.90,,,,,
6,0064667068156,,,,1,,,SPROUTS,,,,,,,PROTEIN-VEGAN-CHOCOLATE-CS,,,,,11.82,,,,,OZ,,,Feb 21 2016 1,,,,5.05,,,,,
7,0064667068155,,,,1,,,SPROUTS,,,,,,,PROTEIN-VEGAN-CHOCOLATE,,,,,17.70,,,,,OZ,,,Feb 21 2016 1,,,,4.95,,,,,
8,0064667068146,,,,2,,,SPROUTS,,,,,,,PROTEIN-VEGAN-CHOCOLATE,,,,,2.20,,,,,LB,,,Feb 21 2016 1,,,,5.38,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 14,   Length: 4' 0.00"",    Height: 1' 0.00"",   Depth: 1' 4.00"",   Product: 4' 0.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0085177000325,,,,1,,,ORGAIN,,,,,,,PROTEIN-ORG-POWDER-VANILLA BEAN,,,,,2.03,,,,,LB,,,Feb 21 2016 1,,,,5.58,,,,,
2,0085177000317,,,,1,,,ORGAIN,,,,,,,PROTEIN-POWDER-CREAMY CHOCO FUDGE,,,,,2.03,,,,,LB,,,Feb 21 2016 1,,,,5.58,,,,,
3,0085177000662,,,,1,,,ORGAIN,,,,,,,PROTEIN-POWDER-ORG-PLANT BASED-PB,,,,,920.00,,,,,GM,,,,,,,5.58,,,,,
4,0085177000602,,,,1,,,ORGAIN,,,,,,,PROTEIN-ORG-POWDER-PLNT BSD-CHOCO PB,,,,,2.03,,,,,LB,,,,,,,5.58,,,,,
5,0085177000337,,,,1,,,ORGAIN,,,,,,,NUTRITIONAL-ORG-POWDER-VANILLA BEAN,,,,,912.00,,,,,GM,,,,,,,5.58,,,,,
6,0085177000336,,,,1,,,ORGAIN,,,,,,,NUTRITIONAL-ORG-POWDER-CHOCO,,,,,912.00,,,,,GM,,,,,,,5.58,,,,,
7,0089624526892,,,,1,,,GENCEUTIC NATURALS,,,,,,,REAL MEAL-PLANT HEAD-VANILLA,,,,,2.30,,,,,LB,,,Feb 21 2016 1,,,,5.58,,,,,
8,0089624526887,,,,1,,,GENCEUTIC NATURALS,,,,,,,REAL MEAL-PLANT HEAD-CHOCOLATE,,,,,2.30,,,,,LB,,,Feb 21 2016 1,,,,5.58,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 15,   Length: 4' 0.00"",    Height: 0' 10.50"",   Depth: 1' 4.00"",   Product: 3' 11.97""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0018286300126,,,,1,,,NUTRASUMMA,,,,,,,PEA PROTEIN-UNFLAVORED,,,,,18.09,,,,,OZ,,,Feb 21 2016 1,,,,7.75,,,,,
2,0018286300140,,,,1,,,NUTRASUMMA,,,,,,,PEA PROTEIN FRMNTED-UNFLVRD ECO BOTT,,,,,34.37,,,,,OZ,,,,,,,6.62,,,,,
3,0018286300141,,,,1,,,NUTRASUMMA,,,,,,,PEA PROTEIN FRMNTED-VNILLA ECO BOTTL,,,,,32.94,,,,,OZ,,,,,,,6.62,,,,,
4,0018286300142,,,,1,,,NUTRASUMMA,,,,,,,PEA PROTEIN FRMNTED-CHCLT ECO BOTTLE,,,,,34.57,,,,,OZ,,,,,,,6.62,,,,,
5,0060390700462,,,,1,,,JAY ROBB,,,,,,,EGG PROTEIN-VANILLA,,,,,24.00,,,,,OZ,,,Feb 21 2016 1,,,,8.50,,,,,
6,0060390700472,,,,1,,,JAY ROBB,,,,,,,EGG PROTEIN-CHOCOLATE,,,,,24.00,,,,,OZ,,,Feb 21 2016 1,,,,8.50,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 16,   Length: 4' 0.00"",    Height: 0' 8.50"",   Depth: 1' 4.00"",   Product: 4' 0.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1                       0060390700400                1,,,,,,,,,,JAY ROBB,,,,,WHEY PROTEIN-VANILLA,,,,12.00            OZ,,,,,,,,,,,Feb 21 2016 1,,,,,7.00,,
Positio,,,,UPC,,Facings,,,,,,Brand,,,,,,Long Description,,,,Size,,,,,UOM,,,,Date,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0060390700402,,,,1,,,JAY ROBB,,,,,,,WHEY PROTEIN-VANILLA,,,,,24.00,,,,,OZ,,,Feb 21 2016 1,,,,8.50,,,,,
3,0060390700410,,,,1,,,JAY ROBB,,,,,,,WHEY PROTEIN-CHOCOLATE,,,,,12.00,,,,,OZ,,,Feb 21 2016 1,,,,7.00,,,,,
4,0060390700412,,,,1,,,JAY ROBB,,,,,,,WHEY PROTEIN-CHOCOLATE,,,,,24.00,,,,,OZ,,,Feb 21 2016 1,,,,8.50,,,,,
5,0060390700422,,,,1,,,JAY ROBB,,,,,,,WHEY PROTEIN-STRAWBERRY,,,,,24.00,,,,,OZ,,,Feb 21 2016 1,,,,8.50,,,,,
6,0060949272071,,,,1,,,MRM,,,,,,,EGG WHITE PROTEIN-VANILLA,,,,,12.00,,,,,OZ,,,Feb 21 2016 1,,,,4.95,,,,,
7,0060949272070,,,,1,,,MRM,,,,,,,EGG WHITE PROTEIN-CHOCOLATE,,,,,12.00,,,,,OZ,,,Feb 21 2016 1,,,,4.95,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 17,   Length: 4' 0.00"",    Height: 0' 7.50"",   Depth: 1' 4.00"",   Product: 3' 11.91""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0001579401840,,,,1,,,BIOCHEM,,,,,,,WHEY PROTEIN-NATURAL,,,,,12.30,,,,,OZ,,,Feb 21 2016 1,,,,4.10,,,,,
2,0001579401841,,,,1,,,BIOCHEM,,,,,,,WHEY PROTEIN-NATURAL,,,,,24.60,,,,,OZ,,,Feb 21 2016 1,,,,6.27,,,,,
3,0001579402010,,,,1,,,BIOCHEM,,,,,,,WHEY PROTEIN-VANILLA,,,,,14.90,,,,,OZ,,,Feb 21 2016 1,,,,4.10,,,,,
4,0001579402011,,,,1,,,BIOCHEM,,,,,,,WHEY PROTEIN-VANILLA,,,,,29.90,,,,,OZ,,,Feb 21 2016 1,,,,6.27,,,,,
5,0001579402000,,,,1,,,BIOCHEM,,,,,,,WHEY PROTEIN-CHOCOLATE,,,,,15.40,,,,,OZ,,,Feb 21 2016 1,,,,4.10,,,,,
6,0001579402002,,,,1,,,BIOCHEM,,,,,,,WHEY PROTEIN-CHOCOLATE,,,,,30.90,,,,,OZ,,,Feb 21 2016 1,,,,6.27,,,,,
7,0001579402076,,,,1,,,BIOCHEM,,,,,,,100% WHEY PROTEIN-SUGAR FREE-VANILLA,,,,,11.80,,,,,OZ,,,Feb 21 2016 1,,,,4.10,,,,,
8,0001579402073,,,,1,,,BIOCHEM,,,,,,,100% WHEY PROTEIN-SUGAR FREE-CHCLTE,,,,,12.50,,,,,OZ,,,Feb 21 2016 1,,,,4.10,,,,,
9,0001579402081,,,,1,,,BIOCHEM,,,,,,,WHEY PROTEIN-SUGAR FREE COCONUT,,,,,11.20,,,,,OZ,,,Feb 21 2016 1,,,,4.10,,,,,
10,0001579402086,,,,1,,,BIOCHEM,,,,,,,WHEY PROTEIN-MATCHA GREEN TEA,,,,,10.50,,,,,OZ,,,,,,,4.10,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 18,   Length: 4' 0.00"",    Height: 0' 10.50"",   Depth: 1' 4.00"",   Product: 3' 11.99""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0065801012126,,,,1,,,GARDEN OF LIFE,,,,,,,PROTEIN-ORG-WHEY-VANILLA-GRASS FED,,,,,13.37,,,,,OZ,,,,,,,4.24,,,,,
2,0065801012122,,,,1,,,GARDEN OF LIFE,,,,,,,PROTEIN-ORG-WHEY-CHOCOLATE-GRASS FD,,,,,14.03,,,,,OZ,,,,,,,4.24,,,,,
3,0065801012124,,,,1,,,GARDEN OF LIFE,,,,,,,PROTEIN-ORG-WHEY-CHOCO PNUT BUTTER,,,,,13.84,,,,,OZ,,,,,,,4.24,,,,,
4,0065801012063,,,,1,,,GARDEN OF LIFE,,,,,,,WHEY-SPORT-REFUEL-VANILLA,,,,,23.00,,,,,OZ,,,,,,,5.18,,,,,
5,0065801012062,,,,1,,,GARDEN OF LIFE,,,,,,,WHEY-SPORT-REFUEL-CHOCOLATE,,,,,23.70,,,,,OZ,,,,,,,5.18,,,,,
6,0085177000614,,,,1,,,ORGAIN,,,,,,,PROTEIN-POWDER-WHEY-VANILLA BEAN,,,,,1.82,,,,,LB,,,,,,,5.58,,,,,
7,0085177000615,,,,1,,,ORGAIN,,,,,,,PROTEIN-POWDER-WHEY-CRMY CHOCO FUDG,,,,,1.82,,,,,LB,,,,,,,5.58,,,,,
8,0074371501564,,,,1,,,BLUEBONNET,,,,,,,WHEY PROTEIN ISOLATE-FRENCH VANILLA,,,,,16.00,,,,,OZ,,,Feb 21 2016 1,,,,5.12,,,,,
9,0074371501568,,,,1,,,BLUEBONNET,,,,,,,WHEY PROTEIN ISOLATE-CHOCOLATE,,,,,16.00,,,,,OZ,,,Feb 21 2016 1,,,,5.12,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 19,   Length: 4' 0.00"",    Height: 0' 7.50"",   Depth: 1' 4.00"",   Product: 3' 11.91""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1                       0064667068149                1,,,,,,,,,,SPROUTS,,,,,PROTEIN-WHEY-NATURAL FLAVOR-ORGANIC,,,,,,,12.60            OZ,,,,,,,,Feb 21 2016 1,,,,,4.22,,
Positio,,,,UPC,,Facings,,,,,,Brand,,,,,,Long Description,,,,Size,,,,,UOM,,,,Date,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0079001121048,,,,1,,,JARROW FORMULAS,,,,,,,WHEY PROTEIN-VANILLA,,,,,13.00,,,,,OZ,,,Feb 21 2016 1,,,,4.15,,,,,
3,0079001121049,,,,1,,,JARROW FORMULAS,,,,,,,WHEY PROTEIN-CHOCOLATE,,,,,13.80,,,,,OZ,,,Feb 21 2016 1,,,,4.15,,,,,
4,0085062800258,,,,1,,,TERA'S WHEY,,,,,,,ORG WHEY PROTEIN-GRASS FED-PLAIN,,,,,12.00,,,,,OZ,,,Feb 21 2016 1,,,,4.11,,,,,
5,0085062800254,,,,1,,,TERA'S WHEY,,,,,,,ORG WHEY PROTEIN-BOURBON VANILLA,,,,,12.00,,,,,OZ,,,Feb 21 2016 1,,,,4.11,,,,,
6,0085062800230,,,,1,,,TERA'S WHEY,,,,,,,ORG WHEY PROTEIN-DARK CHOCOLATE,,,,,12.00,,,,,OZ,,,Feb 21 2016 1,,,,4.11,,,,,
7,0085062800203,,,,1,,,TERA'S WHEY,,,,,,,WHEY PROTEIN-RBGH FREE-PLAIN UNSWT,,,,,12.00,,,,,OZ,,,Feb 21 2016 1,,,,4.11,,,,,
8,0085062800219,,,,1,,,TERA'S WHEY,,,,,,,WHEY PROTEIN-RBGH FREE-BOURBON VAN,,,,,12.00,,,,,OZ,,,Feb 21 2016 1,,,,4.11,,,,,
9,0085062800294,,,,1,,,TERA'S WHEY,,,,,,,WHEY PROTEIN-BOURBON VANILLA,,,,,24.00,,,,,OZ,,,Feb 21 2016 1,,,,5.19,,,,,
10,0085062800218,,,,1,,,TERA'S WHEY,,,,,,,WHEY PROTEIN-RBGH FREE-DRK CHOCOLATE,,,,,12.00,,,,,OZ,,,Feb 21 2016 1,,,,4.11,,,,,
11,0085062800205,,,,1,,,TERA'S WHEY,,,,,,,GOAT WHEY PROTEIN-VANILLA HONEY,,,,,12.00,,,,,OZ,,,Feb 21 2016 1,,,,4.11,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 20,   Length: 4' 0.00"",    Height: 0' 10.50"",   Depth: 1' 4.00"",   Product: 4' 0.00""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0064667068140,,,,1,,,SPROUTS,,,,,,,WHEY PROTEIN-VANILLA-SINGLE,,,,,0.86,,,,,OZ,,,Feb 21 2016 1,,,,4.90,,,,,
2,0064667068141,,,,1,,,SPROUTS,,,,,,,WHEY PROTEIN-VANILLA-10 PK,,,,,8.57,,,,,OZ,,,Feb 21 2016 1,,,,5.05,,,,,
3,0064667068118,,,,1,,,SPROUTS,,,,,,,WHEY PROTEIN VANILLA,,,,,16.00,,,,,OZ,,,Feb 21 2016 1,,,,4.95,,,,,
4,0064667068124,,,,1,,,SPROUTS,,,,,,,WHEY PROTEIN VANILLA,,,,,32.00,,,,,OZ,,,Feb 21 2016 1,,,,5.51,,,,,
5,0064667068142,,,,1,,,SPROUTS,,,,,,,WHEY PROTEIN-CHOCOLATE-SINGLE,,,,,0.90,,,,,OZ,,,Feb 21 2016 1,,,,4.90,,,,,
6,0064667068143,,,,1,,,SPROUTS,,,,,,,WHEY PROTEIN-CHOCOLATE-10 PK,,,,,8.99,,,,,OZ,,,Feb 21 2016 1,,,,5.05,,,,,
7,0064667068120,,,,1,,,SPROUTS,,,,,,,WHEY PROTEIN CHOCOLATE,,,,,16.00,,,,,OZ,,,Feb 21 2016 1,,,,4.95,,,,,
8,0064667068126,,,,1,,,SPROUTS,,,,,,,WHEY PROTEIN CHOCOLATE,,,,,32.00,,,,,OZ,,,Feb 21 2016 1,,,,5.51,,,,,
9,0064667068144,,,,1,,,SPROUTS,,,,,,,WHEY PROTEIN-STRAWBERRY-SINGLE,,,,,0.90,,,,,OZ,,,Feb 21 2016 1,,,,4.90,,,,,
10,0064667068145,,,,1,,,SPROUTS,,,,,,,WHEY PROTEIN-STRAWBERRY-10 PK,,,,,9.03,,,,,OZ,,,Feb 21 2016 1,,,,5.05,,,,,
11,0064667068122,,,,1,,,SPROUTS,,,,,,,WHEY PROTEIN STRAWBERRY,,,,,16.00,,,,,OZ,,,Feb 21 2016 1,,,,4.95,,,,,
12,0064667068128,,,,1,,,SPROUTS,,,,,,,WHEY PROTEIN STRAWBERRY,,,,,32.00,,,,,OZ,,,Feb 21 2016 1,,,,5.51,,,,,
,,,,,---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Totals:,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Shelf: 21,   Length: 4' 0.00"",    Height: 1' 0.00"",   Depth: 1' 4.00"",   Product: 3' 11.96""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0073373902172,,,,1,,,NOW,,,,,,,WHEY PROTEIN ISOLATE,,,,,1.20,,,,,LB,,,May 15 2016 1,,,,5.25,,,,,
2,0079001121014,,,,1,,,JARROW FORMULAS,,,,,,,WHEY PROTEIN-NATURAL,,,,,32.00,,,,,OZ,,,Feb 21 2016 1,,,,5.55,,,,,
3,0079001121003,,,,1,,,JARROW FORMULAS,,,,,,,WHEY PROTEIN-VANILLA CREAM,,,,,32.00,,,,,OZ,,,Feb 21 2016 1,,,,5.54,,,,,
4,0060949272006,,,,1,,,MRM,,,,,,,WHEY PROTEIN-RICH VANILLA,,,,,1.01,,,,,LB,,,Feb 21 2016 1,,,,4.95,,,,,
5,0060949272002,,,,1,,,MRM,,,,,,,ALL NATURAL WHEY-VANILLA,,,,,2.03,,,,,LB,,,Feb 21 2016 1,,,,5.51,,,,,
6,0060949272005,,,,1,,,MRM,,,,,,,WHEY PROTEIN-DUTCH CHOCOLATE,,,,,1.01,,,,,LB,,,Feb 21 2016 1,,,,4.95,,,,,
7,0060949272004,,,,1,,,MRM,,,,,,,ALL NATURAL WHEY-CHOCOLATE,,,,,2.02,,,,,LB,,,Feb 21 2016 1,,,,5.51,,,,,
8,0060949273006,,,,1,,,MRM,,,,,,,ALL NATURAL GAINER-VANILLA,,,,,3.30,,,,,LB,,,May 15 2016 1,,,,5.35,,,,,
Positio,,,,UPC,,Facings,,,,,,Brand,,,,,,Long Description,,,,Size,,,,,UOM,,,,Date,,,Width,,,
-----------   --------------------------------- ------------------------------------------------------------------------------------------------------------------ ------------ -------------------- ---------------,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"9
Totals:",,,"0060949273004                1
--------------- 9",,,,,,,,,MRM                                     ALL NATURAL GAINER-CHOCOLATE                                                                 3.30             LB                May 15 2016 1                  5.35,,,,,,,,,,,,,,,,,,,,,,,,,